6MV,,6 FFF,,10 MV,,10 FFF,
X,Y,X,Y,X,Y,X,Y
14.417475728155352,100.00000000000003,16.893203883495147,100.00000000000003,23.300970873786405,99.92927864214995,22.718446601941757,99.85855728429988
12.37864077669903,99.50495049504953,14.126213592233015,99.36350777934939,18.34951456,99.85855728429988,27.961165048543698,99.85855728429988
11.067961165048551,98.51485148514854,12.66990291262136,98.58557284299862,15.145631067961169,98.01980198019804,20.679611650485434,99.57567185
9.902912621,97.52475247524755,11.359223300970875,97.38330976,13.54368932038836,96.53465346534657,17.76699029126214,98.30268741159833
9.320388349514573,96.39321074964641,10.631067961165051,96.39321074964641,10.194174757281559,91.79632248939181,16.31067961,97.31258840169734
8.592233009708742,95.33239038189535,9.902912621359235,95.33239038189535,8.883495145631066,88.18953323903821,14.417475728155352,95.26166902404529
8.155339806,94.13012729844415,9.320388349514573,94.34229137199436,8.009708738,85.78500707213581,13.398058252427184,94.05940594059408
7.718446602,93.06930693069309,8.446601942,93.06930693069309,6.844660194174772,81.82461103253185,11.796116504854382,91.51343705799154
7.281553398,91.86704384724189,8.155339806,91.93776520509196,6.262135922,79.34936350777937,10.631067961165058,88.96746817538899
7.135922330097088,90.80622347949082,7.864077669902926,90.80622347949082,5.388349514563117,75.45968882602548,9.611650485436897,87.19943422913722
6.6990291262135955,89.67468175,7.427184466019426,89.67468175388969,4.9514563106796174,73.12588401697315,9.029126213592242,85.14851485148517
6.262135922330096,88.47241867043849,6.262135922330096,85.99717114568601,4.368932038834956,69.16548797736918,8.446601941747588,82.74398868458276
5.970873786407772,87.34087694483736,5.825242718,83.59264497878361,3.932038834951463,66.05374823196607,7.572815533980588,80.76379066478079
5.533980582524279,86.20933521923624,5.242718446601941,80.90523338048092,3.2038834951456394,62.80056577086281,7.135922330097095,78.99575671852901
5.388349514563117,85.00707213578502,4.660194174757287,78.71287128712873,2.9126213592233086,59.61810466760963,6.407766990291272,76.44978783592647
4.9514563106796174,83.87553041,4.514563106796118,76.30834512022632,2.330097087378647,56.43564356435645,5.825242718,73.40876944837342
5.097087378640779,82.67326732673268,3.786407766990301,74.11598302687413,2.184466019417478,53.04101838755306,5.242718446601941,69.94342291371996
4.805825242718456,81.54172560113156,3.640776699029132,71.71145685997172,1.4563106796116543,50.21216407355022,4.660194174757287,66.33663366336637
4.660194174757287,80.33946251768036,3.3495145631068013,69.30693069306932,1.1650485436893234,46.110325318246126,4.9514563106796174,68.03394625176804
4.223300970873787,78.07637907,2.9126213592233015,67.04384724186706,0.29126213592233796,40.028288543140036,4.077669902912625,63.790664780763805
4.077669902912625,76.94483734087697,2.621359223300985,64.78076379066479,26.359223300970875,99.29278642149931,3.786407766990301,61.59830268741162
3.932038834951463,75.67185289957568,2.330097087378647,62.44695898161246,30.728155339805845,98.09052333804811,3.640776699029132,59.75954738330978
3.640776699029132,73.40876944837342,1.893203883495147,60.18387553,34.51456310679611,96.81753889674684,3.2038834951456394,57.28429986
3.349514563106794,71.07496464,1.4563106796116614,57.77934936350779,37.42718446601943,95.75671852899578,3.0582524271844704,55.16265912305518
3.0582524271844704,68.74115983026876,1.3106796116504924,55.44554455445546,41.06796116504855,94.27157001414429,2.7669902912621396,53.46534653465348
2.7669902912621467,66.40735502121642,0.7281553398058307,53.253182461103265,44.854368932038845,92.78642149929281,2.184466019417478,50.919377652050926
2.475728155339816,64.21499292786423,0.5825242718446617,50.49504950495051,47.475728155339816,91.72560113154175,1.7475728155339851,47.949080622347964
2.184466019417478,61.88118811881189,21.553398058252434,99.50495049504953,51.40776699029127,90.31117397454034,1.0194174757281615,44.55445544554456
1.893203883495147,60.74964639321077,23.592233009708742,98.86845827439889,55.194174757281566,88.82602545968885,0.5825242718446688,42.57425742574259
1.8932038834951541,59.688826025459704,25.92233009708739,97.94908062234798,57.96116505,87.76520509193779,0.43689320388349984,41.08910891
1.4563106796116543,57.21357850070723,28.252427184466036,96.88826025459691,61.74757281553398,86.42149929278645,31.01941747572817,99.08062235
1.3106796116504924,54.87977369165489,30.291262135922345,96.11032531824614,65.53398058252426,84.93635077793496,34.36893203883495,98.01980198019804
0.8737864077669926,52.61669024045263,32.330097087378654,95.33239038189535,68.30097087378641,83.80480905233382,38.88349514563108,96.53465346534657
0.5825242718446617,50.21216407355022,33.64077669902914,94.62517680339465,,,41.94174757281555,95.33239038189535
18.932038834951463,99.43422913719945,35.533980582524286,93.70579915134373,,,44.854368932038845,94.13012729844415
21.116504854368934,98.72701555869875,37.28155339805827,92.92786421499295,,,48.93203883495146,92.50353606789253
22.86407766990292,98.01980198019804,39.02912621359224,92.22065063649224,,,51.69902912621361,91.30127298444133
24.75728155339805,97.31258840169734,40.922330097087375,91.51343705799154,,,54.75728155339805,89.95756718528997
26.650485436893213,96.60537482319663,42.815533980582536,90.66478076379069,,,59.12621359223302,88.26025459688829
28.252427184466036,95.89816124469593,,,,,62.330097087378654,86.98727015558701
30.291262135922345,95.12022630834514,,,,,65.09708738,85.92644978783595
32.18446601941748,94.27157001414429,,,,,69.02912621359224,84.37057991513439
33.78640777,93.56435643564359,,,,,72.66990291262135,83.02687411598305
35.67961165048545,92.7864215,,,,,75.29126213592235,81.89533239038191
37.42718446601943,92.00848656294202,,,,,79.51456310679612,80.33946251768036
16.601941747572823,99.85855728429988,,,,,83.30097087378641,78.92503536067895
,,,,,,85.63106796116506,78.00565770862802
,,,,,,89.70873786,76.52050919377653
,,,,,,92.91262135922332,75.38896746817541
,,,,,,96.11650485436894,74.25742574257427
